公司代號,公司名稱,公司簡稱,產業類別,住址,董事長,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,簽證會計師事務所,英文簡稱,電子郵件信箱,公司網址
6179,亞通利大能源股份有限公司,亞通,其他,新北市汐止區新台五路一段96號22樓,呂元瑞,1984/4/22,1991/5/17,新台幣                 10.0000元,"1,097,041,970","109,704,197",合併,每年,董事會,中國信託商業銀行代理部,安侯建業聯合會計師事務所,ATE ENERGY.INC,spokesperson@ateenergy.com.tw,www.ateenergy.com.tw
6180,遊戲橘子數位科技股份有限公司,橘子,文化創意業,台北市內湖區瑞湖街111號,劉柏園,1984/6/12,1991/5/21,新台幣                 10.0000元,"1,754,935,730","175,493,573",合併,每年,股東會,凱基證券股份有限公司股務代理部,資誠聯合會計師事務所,GAMANIA,ir@gamania.com   /   pr@gamania.com  business@gamania.com,http://www.gamania.com
6182,合晶科技股份有限公司,合晶,半導體業,桃園市龍潭區龍潭科學園區龍園一路100號,焦平海,1986/7/24,1991/5/16,新台幣                 10.0000元,"5,427,437,300","542,743,730",合併,每年,股東會,凱基證券股份有限公司股務代理部,安永聯合會計師事務所,WAFER WORKS,public@waferworks.com,Http://www.waferworks.com
6185,幃翔精密股份有限公司,幃翔,電子零組件業,新北市土城區自強街11巷1號3樓,陳文鏗,1977/4/26,1991/8/9,新台幣                 10.0000元,"1,498,675,310","149,867,531",合併,每年,董事會,富邦綜合證券股份有限公司,大中國際聯合會計師事務所,PLASTRON,spokesman@plastron.com.tw,www.plastron.com.tw
6186,新潤興業股份有限公司,新潤,建材營造,台北市松山區民生東路三段109號8樓(通訊),郭長庚,1987/3/30,1991/8/2,新台幣                 10.0000元,"1,499,861,290","149,986,129",個別,每年,董事會,兆豐證券股份有限公司,資誠聯合會計師事務所,Shin Ruenn,afra@shinruenn.com.tw,http://www.shinruenn.com
6187,萬潤科技股份有限公司,萬潤,其他電子業,821011 高雄市路竹區路科十路1號,盧鏡來,1985/5/24,1991/9/27,新台幣                 10.0000元,"856,168,160","85,616,816",合併,每年,股東會,統一綜合證券股份有限公司,資誠聯合會計師事務所,ALL RING,huihsuan.lu@allring-tech.com.tw,www.allring-tech.com.tw
6188,廣明光電股份有限公司,廣明,電腦及週邊設備業,桃園市龜山區華亞二路58之2號6樓,何世池,1988/2/10,1991/8/27,新台幣                 10.0000元,"2,783,589,100","278,358,910",合併,每年,董事會,中國信託銀行代理部,安侯建業聯合會計師事務所,QSI,chih-jen.lee@qsitw.com,www.qsitw.com
6190,萬泰科技股份有限公司,萬泰科,通信網路業,桃園市中壢區北園路17號(公司:新北市五股區五工六路72號),張銘烈,1967/6/19,1987/2/4,新台幣                 10.0000元,"1,617,911,580","161,791,158",合併,每年,股東會,中國信託商業銀行代理部,資誠聯合會計師事務所,WONDERFUL,wtc261@wontex.com.tw,http://www.wontex.com
6194,育富電子股份有限公司,育富,電子零組件業,桃園市桃園區新埔六街101號24樓,劉永幹,1972/2/21,1991/12/5,新台幣                 10.0000元,"480,000,000","48,000,000",合併,每年,股東會,元大證券股份有限公司,誠正聯合會計師事務所,YUFO,webmail@yufo.com.tw,www.yufo.com.tw
6195,詩肯股份有限公司,詩肯,居家生活,桃園市龜山區頂湖一街69號,林福勤,1984/10/9,1991/10/21,新台幣                 10.0000元,"501,929,420","50,192,942",合併,每年,董事會,凱基證券股份有限公司,勤業眾信聯合會計師事務所,SCAN-D,grace@scanteak.com.tw,https://www.topshine.tw
6198,瑞築建設股份有限公司,瑞築,半導體業,台北市內湖區行善路467號7樓,陳朝城,1987/10/29,1991/12/26,新台幣                 10.0000元,"1,006,863,500","100,686,350",合併,每年,股東會,永豐金證券股務代理部,立本台灣聯合會計師事務所,Rich Circle,info@richcircle.com.tw,http://www.richcircle.com.tw
6199,天品聯合企業股份有限公司,天品,其他,桃園市中壢區中山路141號8樓,李振寬,1982/4/3,105/10/07,新台幣                 10.0000元,"617,600,180","61,760,018",合併,每年,股東會,元大證券股份有限公司,國富浩華聯合會計師事務所,TienPin,linda-p@datafab.com,www.datafab.com
6203,海韻電子工業股份有限公司,海韻電,電子零組件業,台北市內湖區內湖路一段360巷19號8樓,張修誠,1964/9/19,1991/12/26,新台幣                 10.0000元,"823,582,380","82,358,238",合併,每年,股東會,統一綜合證券股份有限公司,勤業眾信聯合會計師事務所,Sea Sonic,investor@seasonic.com.tw,www.seasonic.com
6204,台灣艾華電子工業股份有限公司,艾華,電子零組件業,桃園市桃園區中正路1221、1223號9樓,陳碩璨,1959/2/14,1991/11/13,新台幣                 10.0000元,"231,020,800","23,102,080",合併,每半會計年度,董事會,元富證券股份有限公司股務代理部,安永聯合會計師事務所,ALPHA,janet@taiwanalpha.com,www.taiwanalpha.com
6207,雷科股份有限公司,雷科,電子零組件業,高雄市前鎮區新生路二四八之三十九號,鄭再興,1977/9/6,1991/12/23,新台幣                 10.0000元,"796,799,100","79,679,910",合併,每年,董事會,元大證券股份有限公司,資誠聯合會計師事務所,LASERTEK,lasertek@lasertek.com.tw,www.lasertek.com.tw
6208,日揚科技股份有限公司,日揚,電子零組件業,台南市新市區活水路8號,吳明田,1986/5/29,1991/12/23,新台幣                 10.0000元,"1,182,016,790","118,201,679",合併,每半會計年度,董事會,國票綜合證券(股)公司股務代理部,勤業眾信聯合會計師事務所,Htc,ec@high-light.com.tw,http://www.htcvacuum.com/
6210,慶生電子股份有限公司,慶生,電子零組件業,桃園市中壢區中壢工業區松江北路24號,王興榮,1973/10/5,1992/2/14,新台幣                 10.0000元,"350,480,000","35,048,000",個別,每年,董事會,統一綜合證券股份有限公司,資誠聯合會計師事務所,KINTECH,880001@kintech.com.tw,WWW.KINTECH.COM.TW
6212,理銘開發股份有限公司,理銘,建材營造,新竹市公道五路2段419號7樓,曾森縣,1966/11/8,1991/12/26,新台幣                 10.0000元,"1,020,000,000","102,000,000",個別,每年,股東會,台新證券股務代理部,致遠聯合會計師事務所,LI MING,candy@met.com.tw,http://www.met.com.tw
6217,中國探針股份有限公司,中探針,電子零組件業,新北市板橋區和平路24巷8號4樓,陳志峯,1975/1/22,1992/1/9,新台幣                 10.0000元,"971,080,180","97,108,018",合併,每年,股東會,凱基證券股份有限公司,資誠聯合會計師事務所,C.C.P.,info@pccp.com.tw,https://www.ccpcontactprobes.com/
6218,豪勉科技股份有限公司,豪勉,通信網路業,台北市大同區承德路一段70號3樓,彭以豪,1968/4/26,1992/1/14,新台幣                 10.0000元,"642,620,000","64,262,000",合併,每年,股東會,凱基證券股務代理部,勤業眾信聯合會計師事務所,Hauman,pr@hauman.com.tw,www.hauman.com.tw
6219,富旺國際開發股份有限公司,富旺,建材營造,台中市西區大隆路20號4樓之5,林正雄,1986/4/23,1992/2/26,新台幣                 10.0000元,"1,190,162,760","119,016,276",合併,每季,董事會,元富證券股份有限公司,資誠聯合會計師事務所,FULL WANG,fw0459@fwgroup.com.tw,https://www.fwgroup.com.tw/
6220,岳豐科技股份有限公司,岳豐,電子零組件業,桃園市新屋區中山東路二段130巷12-9號,葉春榮,1972/9/3,1992/1/9,新台幣                 10.0000元,"1,464,626,400","146,462,640",合併,每年,董事會,永豐金證券股份有限公司,安侯建業聯合會計師事務所,YFC-BONEAGLE,Speaker@cables.com.tw,www.cables.com.tw
6221,晉泰科技股份有限公司,晉泰,資訊服務業,新竹市光復路二段289號7F,昇鋒投資股份有限公司,1983/6/24,1992/1/6,新台幣                 10.0000元,"995,475,000","99,547,500",合併,每年,股東會,國票綜合證券(股)公司股務代理部,群智聯合會計師事務所,Genesis,IR@genesis.com.tw,https://www.genesis.com.tw/
6222,上揚科技股份有限公司,上揚,光電業,新北市汐止區中興路32號2樓,蔡焜煌,1975/8/15,1992/1/9,新台幣                 10.0000元,"405,888,780","40,588,878",合併,每年,股東會,元大證券股份有限公司,德昌聯合會計師事務所,Sotac,sharonchih@sotac.com.tw,www.sotac.com.tw/web/index/index.jsp?lang=tw
6223,旺矽科技股份有限公司,旺矽,半導體業,302新竹縣竹北市中和街 155號,葛長林,1984/7/25,1992/1/6,新台幣                 10.0000元,"942,311,060","94,231,106",合併,每年,董事會,華南永昌綜合證券股份有限公司,日正聯合會計師事務所,MPI,angel.tsai@mpi.com.tw,www.mpi.com.tw
6227,茂綸股份有限公司,茂綸,電子通路業,新北市新店區北新路三段207-2號14樓,吳偉國,1968/2/8,1992/1/14,新台幣                 10.0000元,"761,117,860","76,111,786",合併,每年,董事會,群益金鼎證券股份有限公司,安永聯合會計師事務所,Macnica Galaxy,kitty.juan@macnica.com,http://www.macnica.com
6228,全譜科技股份有限公司,全譜,電腦及週邊設備業,新北市汐止區大同路一段239號7樓,高偉超,1982/9/20,1992/1/21,新台幣                 10.0000元,"260,000,000","26,000,000",合併,每年,股東會,台新證券股務代理部,勤業眾信聯合會計師事務所,PIE,carol@scanace.com.tw,www.scanace.com
6229,研通科技股份有限公司,研通,半導體業,新北市汐止區新台五路一段99號31樓之12,許劍郎,1981/3/2,1992/1/14,新台幣                 10.0000元,"356,407,000","35,640,700",合併,每年,股東會,台新證券股務代理部,安侯建業聯合會計師事務所,V-TAC,spokes@vtac.com.tw,www.vtac.com.tw
6231,系微股份有限公司,系微,資訊服務業,台北市中山區建國北路二段120號16樓,王志高,1987/9/18,1992/1/23,新台幣                 10.0000元,"380,434,880","38,043,488",合併,每年,董事會,凱基證券股份有限公司,安侯建業聯合會計師事務所,Insyde,ir@insydesw.com,www.insyde.com
6233,旺玖科技股份有限公司,旺玖,半導體業,台北市南港路三段48號7樓,張景棠,1986/11/13,1992/2/20,新台幣                 10.0000元,"797,728,960","79,772,896",合併,每年,董事會,凱基證券股務代理部,安侯建業聯合會計師事務所,PROLIFIC,ir@prolific.com.tw,www.prolific.com.tw
6234,高僑自動化科技股份有限公司,高僑,光電業,台中市437大甲區日南里工七路1號,李義隆,1979/5/2,1992/3/12,新台幣                 10.0000元,"1,003,863,980","100,386,398",合併,每年,股東會,凱基證券股份有限公司,安侯建業聯合會計師事務所,TERA AUTO,financial@teraauto.com.tw,http://www.teraauto.com.tw/
6236,中湛股份有限公司,中湛,其他,台中市南屯區公益路二段51號10樓A室,周建君,1986/10/2,1992/3/31,新台幣                 10.0000元,"416,540,390","41,654,039",合併,每年,股東會,群益金鼎證券股份有限公司,聯捷聯合會計師事務所,Neith Corp.,evonnewu@neithcorp.com,www.neithcorp.com
6237,驊訊電子企業股份有限公司,驊訊,半導體業,台北市市民大道四段100號6樓,鄭期成,1980/12/5,1992/4/21,新台幣                 10.0000元,"786,453,710","78,645,371",合併,每年,董事會,宏遠證券股份有限公司股務代理部,資誠聯合會計師事務所,CMEI,IR@cmedia.com.tw,http://www.cmedia.com.tw
6240,松崗數位文創股份有限公司,松崗,其他,臺北市忠孝西路1段50號11樓,王燕軍,1986/4/19,1992/5/30,新台幣                 10.0000元,"228,673,700","22,867,370",合併,每年,股東會,統一綜合證券股份有限公司,資信聯合會計師事務所,Sung  Gang,annie@kingsinfo.com.tw,https://www.sunggang.com.tw/
6241,易通展科技股份有限公司(原享承),易通展,通信網路業,台南市709安南區工業二路82號,孫秀梅,1981/3/28,1992/4/8,新台幣                 10.0000元,"487,000,000","48,700,000",個別,每年,股東會,元大證券股份有限公司,立本台灣聯合會計師事務所,AMIGO,public@amigo.com.tw,www.amigo.com.tw
6242,立康生醫事業股份有限公司,立康,生技醫療業,台南巿永康區王行里環工路29號,鄭育修,1974/4/16,1992/4/23,新台幣                 10.0000元,"318,065,000","26,806,500",合併,每年,股東會,福邦證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,LI KANG,likangbio@herbalmed.com.tw,http://likangbio.com
6244,茂迪股份有限公司,茂迪,光電業,新北市深坑區北深路3段248號6樓,曾永輝,1970/6/3,1992/5/15,新台幣                 10.0000元,"3,870,418,750","387,041,875",合併,每年,股東會,中國信託商業銀行代理部,安侯建業聯合會計師事務所,MOTECH,ir@motech.com.tw,www.motech.com.tw
6245,立端科技股份有限公司,立端,通信網路業,新北市汐止區大同路2段173號7樓,周逸文,1975/10/30,1992/5/19,新台幣                 10.0000元,"1,453,423,030","145,342,303",合併,每年,董事會,宏遠證券股份有限公司,安侯建業聯合會計師事務所,Lanner,catherine_lin@lannerinc.com,www.lannerinc.com
6246,臺龍電子股份有限公司,臺龍,光電業,新北市新莊區思源路332巷7號3樓,陳志龍,1971/11/13,1992/6/18,新台幣                 10.0000元,"378,514,150","37,851,415",合併,每年,股東會,華南永昌綜合證券股份有限公司,德昌聯合會計師事務所,TTFIC,tl-sales@tai-lon.com,www.tai-lon.com
6248,沛波鋼鐵股份有限公司,沛波,鋼鐵工業,彰化縣鹿港鎮經建十一路3號,顏慶利,1973/5/16,1992/9/3,新台幣                 10.0000元,"699,561,490","69,956,149",合併,每年,董事會,元大證券(股)股務代理部,資誠聯合會計師事務所,TMP,tmp@tmpco.com.tw,www.tmpco.com.tw
6259,百徽股份有限公司,百徽,電子零組件業,台北市內湖區瑞湖街199號3樓,張傑民,1982/12/20,1992/9/17,新台幣                 10.0000元,"216,573,910","21,657,391",合併,每半會計年度,董事會,兆豐證券股份有限公司,馬施云大華聯合會計師事務所,BULLWILL,grant@bullwill.com.tw,http://www.bullwill.com.tw
6261,久元電子股份有限公司,久元,半導體業,新竹市科學工業園區科技路5號4F,汪秉龍,1980/7/22,1993/3/29,新台幣                 10.0000元,"1,284,979,890","128,497,989",合併,每半會計年度,董事會,群益金鼎證券股份有限公司,勤業眾信聯合會計師事務所,YTEC,fannie@ytec.com.tw,www.ytec.com.tw
6263,普萊德科技股份有限公司,普萊德,通信網路業,新北市新店區民權路96號10樓,陳清港,1982/1/5,1992/9/17,新台幣                 10.0000元,"625,009,640","62,500,964",合併,每年,董事會,元大證券股份有限公司,正風聯合會計師事務所,Planet,natalie@planet.com.tw,www.planet.com.tw
6264,富裔實業股份有限公司,富裔,建材營造,台北市信義區松仁路277號18樓,祝文定,1986/7/2,1993/2/24,新台幣                 10.0000元,"1,163,552,910","116,355,291",合併,每年,股東會,元大證券(股)公司股務代理部,勤業眾信聯合會計師事務所,KL,jameschu06@kingland.com.tw,www.kingland.com.tw
6265,方方土昶股份有限公司,方方土昶,電子通路業,新北市新店區寶中路92號10樓,張政文,1987/1/22,1992/10/24,新台幣                 10.0000元,"1,181,721,510","118,172,151",合併,每年,董事會,中國信託商業銀行股份有限公司,資誠聯合會計師事務所,KCU,FangYan.Lin@kc-uppertech.com,http://www.kc-uppertech.com/
